選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-06-22,Long,EURUSD,3:01:00,3:08:00,7,3,0,72.73%,60.00%,51.35%,61.36%,,,,,,,,,29.3,-9.1,-63.5,-14.4,79.26,12.25,5.63,5.6,2.06,8.27,5.09,5.14,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,3:01:00,3:19:00,18,3,0,68.18%,60.00%,53.67%,60.62%,,,,,,,,,15.8,1.1,24.6,13.8,78.3,7.56,2.05,5.25,3.37,8.98,6.38,6.24,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,3:01:00,3:08:00,7,3,0,77.27%,53.85%,49.42%,60.18%,,,,,,,,,51.7,-40.6,-23.1,-4.0,77.73,16.05,8.51,8.47,3.45,13.10,8.71,8.42,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,3:01:00,3:17:00,16,3,0,68.18%,55.38%,55.21%,59.59%,,,,,,,,,29.9,25.3,65.7,40.3,76.98,19.65,5.56,12.64,2.94,7.25,5.72,5.31,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,3:01:00,3:10:00,9,3,0,68.18%,58.46%,52.12%,59.59%,,,,,,,,,32.1,15.7,-12.2,11.9,76.97,18.58,8.03,10.28,2.27,6.42,4.78,4.49,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,3:01:00,3:23:00,22,3,0,72.73%,53.85%,52.12%,59.57%,,,,,,,,,35.5,-83.4,-19.2,-22.4,76.94,3.18,0.53,1.67,5.50,13.00,11.99,10.16,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,3:01:00,3:21:00,20,3,0,63.64%,61.54%,53.28%,59.49%,,,,,,,,,-18.0,37.0,-60.6,-13.9,76.84,-2.01,-0.73,-2.07,6.66,7.76,10.49,8.30,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Short,USDJPY,3:01:00,3:07:00,6,3,0,72.73%,53.85%,51.35%,59.31%,,,95,,,62,69,,46.0,-27.6,1.1,6.5,76.61,16.06,10,8.53,3.30,10.71,7.71,7.24,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,3:02:00,3:22:00,20,3,0,63.64%,63.08%,54.05%,60.26%,,,,,,,,,-22.1,78.2,-31.6,8.2,77.83,2.23,0.15,0.42,7.35,8.16,10.84,8.78,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:02:00,3:26:00,24,3,0,59.09%,64.62%,53.67%,59.12%,,,,,,,,,-20.1,149.3,27.6,52.3,76.37,7.73,1.94,6.63,6.74,10.37,11.20,9.44,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,CHFJPY,3:02:00,3:21:00,19,3,0,68.18%,61.54%,47.49%,59.07%,,,,,,,,,-6.0,48.2,-236.0,-64.6,76.3,-6.69,-0.69,-1.85,6.07,8.09,8.80,7.65,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:26:00,23,3,0,68.18%,64.62%,51.35%,61.38%,,,,,,,,,-15.5,138.8,50.2,57.8,79.29,8.09,2.2,7.21,6.63,10.89,10.85,9.46,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:33:00,30,3,0,68.18%,63.08%,51.74%,61.00%,,,,,,,,,-5.8,175.6,61.3,77.0,78.79,11.87,2.77,11.79,7.91,11.76,12.21,10.62,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:32:00,29,3,0,68.18%,63.08%,50.97%,60.74%,,,,,,,,,-6.9,168.0,41.9,67.7,78.46,10.61,2.61,10.76,7.64,11.81,11.94,10.47,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:25:00,22,3,0,63.64%,64.62%,53.67%,60.64%,,,,,,,,,-16.4,144.5,63.3,63.8,78.33,8.9,2.45,7.66,6.89,10.86,11.01,9.59,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:03:00,3:17:00,14,3,0,72.73%,56.92%,51.74%,60.46%,,,,,,,,,28.6,25.8,61.3,38.6,78.1,19.44,6.12,12.19,3.03,6.16,5.04,4.75,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:22:00,19,3,0,68.18%,61.54%,50.97%,60.23%,,,,,,,,,-17.5,67.7,-9.0,13.7,77.8,2.65,0.37,1,7.18,8.27,10.31,8.59,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:31:00,28,3,0,68.18%,63.08%,48.65%,59.97%,,,,,,,,,-19.7,128.3,-26.1,27.5,77.46,4.31,1.11,4.41,7.52,11.17,11.29,9.99,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:16:00,13,3,0,68.18%,60.00%,50.19%,59.46%,,,,,,,,,-6.3,42.4,-70.2,-11.4,76.8,0.28,0.24,0.45,6.32,6.68,8.09,7.03,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:24:00,21,3,0,63.64%,63.08%,50.97%,59.23%,,,,,,,,,-23.2,123.0,43.2,47.7,76.5,6.54,1.51,4.52,7.44,10.08,10.68,9.40,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:27:00,24,3,0,68.18%,61.54%,47.88%,59.20%,,,,,,,,,-17.4,125.0,13.8,40.5,76.47,5.71,1.55,5.29,6.62,10.73,10.99,9.44,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:03:00,3:21:00,18,3,0,68.18%,60.00%,49.42%,59.20%,,,,,,,,,-15.4,47.2,-56.5,-8.2,76.47,-0.7,-0.32,-0.81,6.37,7.77,9.92,8.02,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:25:00,21,3,0,72.73%,64.62%,53.67%,63.67%,,,,,,,,,-1.2,157.7,83.8,80.1,82.24,12.81,3.98,11.88,6.17,11.36,10.68,9.40,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:26:00,22,3,0,72.73%,64.62%,53.28%,63.54%,,,,,,,,,-0.3,152.0,70.7,74.1,82.08,11.98,3.65,11.42,5.96,11.58,10.60,9.38,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:04:00,3:08:00,4,3,0,81.82%,60.00%,47.88%,63.23%,,,,,,,,,25.3,-8.0,-91.1,-24.6,81.68,6.58,6.82,3.88,1.80,5.53,3.46,3.59,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:34:00,30,3,0,72.73%,64.62%,52.12%,63.16%,,,,,,,,,8.2,176.5,98.3,94.3,81.58,14.87,3.57,15.24,7.86,12.24,12.05,10.71,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:27:00,23,3,0,72.73%,63.08%,51.74%,62.51%,,,,,,,,,-2.2,138.2,34.3,56.8,80.75,9.52,2.91,9.5,5.96,11.48,10.74,9.39,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:21:00,17,3,0,72.73%,60.00%,54.05%,62.26%,,,,,,,,,-0.2,60.4,-36.0,8.1,80.42,4.25,1.41,3.4,5.62,7.73,9.47,7.61,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:33:00,29,3,0,72.73%,64.62%,49.42%,62.25%,,,,,,,,,9.4,188.8,81.8,93.3,80.41,15.19,3.88,16.01,7.27,12.52,11.84,10.54,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:04:00,3:15:00,11,3,0,77.27%,56.92%,50.19%,61.46%,,,,,,,,,30.7,-1.6,-18.4,3.6,79.39,12.92,5.2,8.13,2.69,5.93,4.72,4.45,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:32:00,28,3,0,72.73%,61.54%,49.81%,61.36%,,,,,,,,,8.3,181.2,62.4,84.0,79.26,14.1,3.76,14.97,6.94,12.51,11.60,10.35,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:04:00,3:17:00,13,3,0,77.27%,55.38%,50.19%,60.95%,,,,,,,,,25.9,26.4,38.1,30.1,78.73,18.92,5.91,10.93,2.62,5.58,4.81,4.34,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,3:04:00,3:16:00,12,3,0,77.27%,55.38%,50.19%,60.95%,,,,,,,,,29.9,25.8,21.3,25.7,78.73,17.37,6.79,11.58,3.09,5.60,4.67,4.45,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:18:00,14,3,0,72.73%,58.46%,51.35%,60.85%,,,,,,,,,5.0,84.2,57.2,48.8,78.6,11.14,3.84,7.64,6.17,8.02,8.61,7.60,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:20:00,16,3,0,72.73%,58.46%,51.35%,60.85%,,,,,,,,,-0.5,62.9,-46.4,5.3,78.6,3.74,1.47,3.34,5.91,8.04,9.08,7.67,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:16:00,12,3,0,72.73%,60.00%,48.65%,60.46%,,,,,,,,,8.9,55.6,-49.7,4.9,78.09,5.67,2.73,4.66,5.54,6.83,7.77,6.71,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Short,USDJPY,3:04:00,3:12:00,8,3,0,77.27%,52.31%,50.97%,60.18%,,,,,65,,,,31.4,-40.6,-14.7,-8.0,77.74,8.91,3.56,4.05,3.35,11.38,8.01,7.58,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,3:04:00,3:14:00,10,3,0,77.27%,55.38%,47.88%,60.18%,,,,,,,,,22.7,0.9,-33.6,-3.3,77.73,9.76,4.04,5.74,2.36,5.42,4.66,4.15,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:22:00,18,3,0,68.18%,60.00%,51.74%,59.97%,,,,,,,,,-2.3,80.9,11.5,30.0,77.47,7.11,2.04,5.21,6.40,8.32,9.89,8.21,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:24:00,20,3,0,68.18%,61.54%,50.19%,59.97%,,,,,,,,,-8.0,136.2,63.7,64.0,77.46,10.25,3.07,8.73,6.70,10.52,10.32,9.18,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:19:00,15,3,0,68.18%,60.00%,50.97%,59.72%,,,,,,,,,-0.6,66.2,-0.6,21.7,77.13,6.7,2.04,4.35,5.80,7.08,8.55,7.14,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:31:00,27,3,0,68.18%,61.54%,49.42%,59.71%,,,,,,,,,-4.5,141.5,-5.6,43.8,77.13,7.9,2.25,8.62,6.78,11.65,10.94,9.79,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:12:00,8,3,0,72.73%,56.92%,48.26%,59.30%,,,,,,,,,-0.1,28.9,-68.1,-13.1,76.6,-0.88,0.7,0.8,4.15,7.65,6.82,6.20,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:04:00,3:11:00,7,3,0,72.73%,55.38%,49.42%,59.18%,,,,,,,,,26.6,-0.1,-42.0,-5.2,76.44,9.75,6.55,6.52,2.48,5.38,3.98,3.95,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:04:00,3:11:00,7,3,0,72.73%,56.92%,47.88%,59.18%,,,,,,,,,5.0,22.1,-76.4,-16.4,76.44,0.25,1.19,1.18,3.89,5.23,6.23,5.11,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:05:00,3:18:00,13,3,0,77.27%,64.62%,51.35%,64.41%,44,,,,,,,,1.1,78.8,63.7,47.9,83.2,9.58,3.59,6.64,5.05,8.64,8.90,7.53,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:05:00,3:33:00,28,3,0,68.18%,64.62%,52.12%,61.64%,,,,,,,,,5.5,183.4,88.3,92.4,79.62,13.91,3.77,15,5.96,13.24,12.34,10.52,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:05:00,3:34:00,29,3,0,68.18%,63.08%,50.97%,60.74%,,,,,,,,,4.3,171.1,104.8,93.4,78.46,13.56,3.45,14.24,6.57,12.95,12.56,10.70,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:05:00,3:12:00,7,3,0,77.27%,55.38%,49.03%,60.56%,,85,,75,,,,,25.1,8.2,-8.3,8.3,78.23,12.62,7.85,7.81,2.67,4.68,4.05,3.80,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:05:00,3:16:00,11,3,0,72.73%,58.46%,48.26%,59.82%,,,,,,,,,5.0,50.2,-43.2,4.0,77.27,4.56,2.34,3.66,4.37,7.28,7.99,6.55,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:05:00,3:15:00,10,3,0,72.73%,53.85%,50.58%,59.05%,,,,,,,,,26.6,-0.6,-11.4,4.9,76.28,9.6,5.1,7.25,3.20,5.24,4.45,4.30,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,CHFJPY,3:05:00,3:17:00,12,3,0,63.64%,63.08%,50.19%,58.97%,,,,,,,,,12.7,30.0,-151.2,-36.2,76.17,-1.59,1.08,1.83,4.48,7.80,6.91,6.39,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:33:00,27,3,0,77.27%,70.77%,54.44%,67.49%,,,,,,,,,13.7,184.9,97.1,98.6,87.18,18.18,4.39,16.85,5.85,11.28,11.01,9.38,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:25:00,19,3,0,72.73%,69.23%,55.98%,65.98%,,,,,,,,,3.1,153.8,99.1,85.3,85.23,15.29,4.71,12.72,5.21,10.39,9.89,8.50,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:22:00,16,3,0,72.73%,64.62%,54.44%,63.93%,,,,,,,,,2.0,77.0,26.8,35.3,82.58,9.35,2.66,6.06,5.34,7.27,9.00,7.20,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:32:00,26,3,0,72.73%,64.62%,53.67%,63.67%,,,,,,,,,12.6,177.3,77.7,89.2,82.24,17.07,4.28,15.81,5.50,11.28,10.79,9.19,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:24:00,18,3,0,68.18%,66.15%,52.90%,62.41%,,,,,,,,,-3.7,132.3,79.0,69.2,80.62,12.43,3.74,9.58,5.66,9.51,9.52,8.23,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:26:00,20,3,0,68.18%,63.08%,54.05%,61.77%,,,,,,,,,4.0,148.1,86.0,79.4,79.79,14.39,4.32,12.27,5.06,10.64,9.83,8.51,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:34:00,28,3,0,68.18%,64.62%,50.97%,61.25%,,,,,,,,,12.5,172.6,113.6,99.6,79.12,17.59,4.04,16.08,6.46,11.05,11.25,9.59,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:18:00,12,3,0,63.64%,63.08%,52.90%,59.87%,,,,,,,,,9.3,80.3,72.5,54.0,77.33,14.32,4.98,8.49,5.02,6.96,7.55,6.51,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:06:00,3:23:00,17,3,0,63.64%,64.62%,50.19%,59.48%,,,,,,,,,-4.4,111.0,40.2,48.9,76.83,11.32,3.04,7.34,5.52,7.62,9.11,7.42,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:06:00,3:11:00,5,3,0,77.27%,52.31%,47.49%,59.02%,,,,,,,,,22.3,-5.5,-34.2,-5.8,76.24,6.22,6.94,4.93,2.56,4.42,3.25,3.41,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:34:00,27,3,0,72.73%,64.62%,54.05%,63.80%,,,,,,,,,12.7,137.0,118.8,89.5,82.41,15.67,3.6,13.83,6.80,10.73,11.13,9.55,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:26:00,19,3,0,68.18%,66.15%,54.83%,63.05%,,,,,,,,,4.2,112.5,91.2,69.3,81.45,12.5,3.71,10.01,5.36,10.28,9.70,8.45,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:32:00,25,3,0,68.18%,61.54%,51.74%,60.49%,,,,,,,,,12.8,141.7,82.9,79.1,78.13,15.13,3.81,13.56,5.76,11.04,10.65,9.15,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:25:00,18,3,0,63.64%,63.08%,54.05%,60.26%,,,,,,,,,3.3,118.2,104.3,75.3,77.83,13.37,4.09,10.47,5.46,10.05,9.75,8.42,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:33:00,26,3,0,68.18%,60.00%,52.51%,60.23%,,,,,,,,,13.9,149.3,102.3,88.5,77.8,16.31,3.95,14.59,6.09,10.99,10.89,9.32,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,USDJPY,3:07:00,3:30:00,23,3,0,63.64%,63.08%,53.28%,60.00%,,,,,,,,,18.6,40.3,-14.9,14.7,77.5,6.89,2.1,6.86,5.04,10.04,10.09,8.39,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:24:00,17,3,0,63.64%,63.08%,52.51%,59.74%,,,,,,,,,-3.5,96.7,84.2,59.1,77.17,10.46,3.03,7.32,5.87,9.02,9.38,8.09,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:37:00,30,3,0,63.64%,61.54%,53.67%,59.61%,,,,,,,,,9.8,96.0,75.3,60.4,77,10.18,2.28,9.71,6.93,11.64,11.78,10.12,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:07:00,3:35:00,28,3,0,63.64%,60.00%,54.05%,59.23%,,,,,,,,,14.3,111.5,74.7,66.8,76.51,13.53,2.92,11.63,6.42,9.93,11.05,9.13,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,CHFJPY,3:07:00,3:37:00,30,3,0,63.64%,60.00%,53.28%,58.97%,,,,,,,,,-8.0,-21.9,-105.3,-45.1,76.18,-7.23,-1.05,-4.46,5.86,10.36,9.39,8.54,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,CHFJPY,3:08:00,3:37:00,29,3,0,63.64%,61.54%,54.83%,60.00%,,,,,,,,,-19.0,-43.1,-143.3,-68.5,77.5,-13.13,-2.05,-8.43,5.49,9.65,9.30,8.15,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,EURJPY,3:11:00,3:35:00,24,3,0,63.64%,61.54%,55.98%,60.39%,,,,,,,,,-4.0,97.0,21.1,38.0,78,7.75,1.79,6.11,5.35,8.96,9.57,7.96,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:13:00,3:18:00,5,3,0,63.64%,64.62%,54.44%,60.90%,,,,,,,,,3.3,29.5,28.9,20.6,78.66,9.59,4.33,3.08,2.71,3.75,4.29,3.58,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,USDJPY,3:17:00,3:20:00,3,3,0,68.18%,58.46%,50.19%,58.95%,,60,66,71,79,46,51,59,18.7,52.1,28.0,32.9,76.14,21.84,20.4,8.7,2.29,4.31,4.13,3.58,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,3:20:00,3:33:00,13,3,0,68.18%,58.46%,51.74%,59.46%,,,,,,,,,1.1,94.4,18.7,38.1,76.8,10.4,3.76,6.94,4.44,7.61,6.96,6.34,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:21:00,3:33:00,12,3,0,68.18%,60.00%,50.97%,59.72%,,,,77,,,,,0.8,96.5,8.3,35.2,77.13,9.7,4.02,6.86,4.18,7.87,7.06,6.37,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,USDJPY,3:23:00,3:27:00,4,3,0,72.73%,60.00%,49.42%,60.72%,84,88,98,,59,69,71,64,16.0,26.8,-6.9,12.0,78.43,11.3,9.64,5.48,2.65,4.48,4.00,3.71,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,3:23:00,3:36:00,13,3,0,68.18%,58.46%,50.58%,59.07%,,,,,,,,,-3.2,-12.2,-100.0,-38.5,76.31,-6.48,-1.71,-3.15,5.02,8.15,8.04,7.07,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:25:00,3:37:00,12,3,0,72.73%,56.92%,50.97%,60.21%,,,,,,,,,-2.3,-54.1,-138.5,-65.0,77.77,-13.33,-3.81,-6.49,5.53,6.68,7.48,6.57,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,AUDJPY,3:28:00,3:45:00,17,3,0,68.18%,58.46%,50.97%,59.20%,,,,,,,,,-7.5,-25.4,-166.2,-66.4,76.47,-12.22,-4.54,-10.97,5.19,10.03,7.34,7.52,0.5,0.6,0.5,0.5
FALSE,2025-06-22,Long,AUDJPY,3:29:00,3:40:00,11,3,0,68.18%,58.46%,50.97%,59.20%,,,,,,,,,-0.7,5.5,-89.6,-28.3,76.47,-6.29,-1.49,-2.33,3.58,5.72,4.90,4.73,0.5,0.6,0.5,0.5
FALSE,2025-06-22,Short,EURUSD,3:31:00,3:46:00,15,3,0,81.82%,55.38%,43.63%,60.28%,,,,,,,,,31.5,-12.9,-115.0,-32.1,77.86,1.17,2.06,4.39,3.53,6.39,5.26,5.06,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Short,CHFJPY,3:32:00,4:02:00,30,3,1,63.64%,63.08%,50.19%,58.97%,,,,,,,,,14.0,29.0,-199.4,-52.1,76.17,-2.56,0.31,1.31,6.60,11.75,10.16,9.50,0.8,0.9,0.9,0.9
FALSE,2025-06-22,Short,EURUSD,3:34:00,3:46:00,12,3,0,81.82%,61.54%,46.33%,63.23%,54,,,,,,,,35.6,13.0,-54.7,-2.0,81.67,10.27,5.64,9.63,3.43,5.52,5.12,4.69,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,3:34:00,3:49:00,15,3,0,72.73%,55.38%,49.03%,59.05%,,,,,,,,,37.8,-6.0,-54.1,-7.4,76.27,3.17,4,8.53,5.80,6.20,5.02,5.68,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,3:36:00,3:49:00,13,3,0,77.27%,55.38%,47.10%,59.92%,,,,,,,,,28.6,23.0,-16.2,11.8,77.4,9.48,5.27,9.73,4.39,5.61,4.38,4.79,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,3:36:00,3:46:00,10,3,0,72.73%,60.00%,45.17%,59.30%,,76,,,,,,,26.4,42.0,-16.8,17.2,76.6,15.66,7.62,10.84,2.79,5.37,4.63,4.26,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Short,EURUSD,3:37:00,3:46:00,9,3,0,72.73%,61.54%,46.33%,60.20%,,,96,61,,,,,31.0,46.0,-8.5,22.8,77.76,15.3,9.92,12.69,3.56,5.95,4.69,4.73,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:40:00,4:06:00,26,3,1,77.27%,56.92%,49.81%,61.33%,,,,,,,,,38.8,-68.3,-319.7,-116.4,79.23,-4.37,-0.7,-2.6,3.90,9.54,10.20,7.88,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,3:41:00,4:05:00,24,3,1,72.73%,58.46%,50.97%,60.72%,,,,,,,,,25.8,-53.8,-240.5,-89.5,78.43,-7.76,-0.82,-2.8,5.10,8.80,9.32,7.74,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:41:00,4:11:00,30,3,1,68.18%,61.54%,50.19%,59.97%,,,,,,,,,-26.6,-18.6,-186.4,-77.2,77.46,-12.61,-3.29,-14.04,8.73,11.23,9.17,9.71,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,3:42:00,4:10:00,28,3,1,68.18%,61.54%,49.42%,59.71%,,,,,,,,,-37.4,-23.9,-209.7,-90.3,77.13,-14.59,-4.58,-18.24,10.14,11.53,9.29,10.32,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:43:00,4:03:00,20,3,1,72.73%,56.92%,51.74%,60.46%,,,,,,,,,33.9,-49.6,-111.9,-42.5,78.1,-1.68,0.45,1.27,5.75,8.43,8.84,7.67,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,3:44:00,4:14:00,30,3,1,72.73%,60.00%,49.81%,60.84%,,,,,,,,,5.6,3.8,-116.0,-35.5,78.59,-3.56,-0.28,-1.18,6.27,11.10,9.01,8.79,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,3:45:00,4:15:00,30,3,1,68.18%,60.00%,49.03%,59.07%,,,,,,,,,8.6,-17.7,-174.0,-61.0,76.3,-6.72,-0.94,-4.01,4.82,10.49,8.61,7.97,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,3:46:00,4:13:00,27,3,1,72.73%,63.08%,50.19%,62.00%,,,,,,,,,0.6,43.2,-134.7,-30.3,80.08,-3.11,0.18,0.68,7.63,9.83,8.23,8.56,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,3:46:00,4:14:00,28,3,1,72.73%,63.08%,49.03%,61.61%,,,,,,,,,12.2,37.8,-131.3,-27.1,79.59,-0.44,0.88,3.52,5.39,9.79,8.38,7.85,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,3:46:00,4:15:00,29,3,1,72.73%,56.92%,50.97%,60.21%,,,,,,,,,63.7,-61.6,-235.3,-77.7,77.77,7.28,1,4.14,4.01,10.62,10.45,8.36,0.4,0.5,0.4,0.4
FALSE,2025-06-22,Short,USDJPY,3:46:00,3:58:00,12,3,0,63.64%,64.62%,49.81%,59.35%,,,,,73,73,81,68,-14.7,73.3,8.8,22.5,76.67,4.45,1.61,2.75,6.16,8.53,6.57,7.08,0.2,0.3,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,3:46:00,3:59:00,13,3,0,72.73%,58.46%,46.33%,59.17%,,,,,,,,,16.5,24.9,-67.4,-8.7,76.43,0.87,2.75,5.09,5.39,6.16,4.68,5.41,0.3,0.4,0.3,0.3
