選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-06-22,Long,GBPJPY,21:28:00,21:50:00,22,21,0,76.19%,53.85%,49.61%,59.88%,,,,,,,,,113.6,126.3,114.9,118.3,77.35,15.71,9.39,29.36,16.74,18.38,30.37,21.83,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Short,USDJPY,21:28:00,21:37:00,9,21,0,71.43%,52.31%,55.81%,59.85%,,,,,,,,,190.5,199.3,42.6,144.1,77.31,21.37,47.61,60.91,20.71,16.54,24.07,20.44,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,AUDUSD,21:28:00,21:43:00,15,21,0,66.67%,63.08%,49.61%,59.79%,,,,,,,,,67.5,104.1,44.1,71.9,77.22,24.17,25.96,55.37,8.09,7.08,7.07,7.41,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,21:28:00,21:48:00,20,21,0,61.90%,61.54%,55.43%,59.62%,,,,,,,,,98.0,150.7,59.0,102.6,77.02,20.46,16.05,45.64,13.09,12.57,11.75,12.47,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,21:28:00,21:39:00,11,21,0,66.67%,58.46%,52.71%,59.28%,,,,,,,,,120.1,173.1,31.7,108.3,76.57,26.64,34.2,53.48,11.06,11.19,9.89,10.71,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,21:28:00,21:46:00,18,21,0,71.43%,53.85%,52.33%,59.20%,,,,,,,,,25.3,2.4,-63.2,-11.8,76.47,1.9,1.9,4.85,13.32,12.58,21.55,15.82,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,21:28:00,21:45:00,17,21,0,71.43%,55.38%,50.78%,59.20%,,,,,,,,,27.9,-15.2,-178.1,-55.1,76.46,-0.62,0.94,2.27,13.24,12.29,23.49,16.34,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,21:29:00,21:50:00,21,21,0,76.19%,61.54%,54.26%,64.00%,,,,,,,,,64.9,64.0,28.4,52.4,82.67,9.89,6.33,18.89,13.86,16.06,25.18,18.37,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Short,CADJPY,21:29:00,21:35:00,6,21,0,76.19%,61.54%,50.78%,62.83%,,,,,,,,,68.7,76.1,-135.2,3.2,81.16,11.28,31.38,26.76,11.18,8.83,16.21,12.08,0.6,0.6,0.6,0.6
FALSE,2025-06-22,Long,GBPJPY,21:29:00,21:55:00,26,21,0,76.19%,60.00%,50.78%,62.32%,,,,,,,,,71.2,112.4,165.5,116.4,80.5,13.22,5.93,21.92,15.85,17.03,30.20,21.03,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Short,USDJPY,21:29:00,21:34:00,5,21,0,71.43%,60.00%,55.43%,62.28%,,,,,,,,,152.1,182.6,43.9,126.2,80.45,20.26,71.26,50.65,18.52,14.94,23.50,18.99,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,AUDUSD,21:29:00,21:38:00,9,21,0,71.43%,64.62%,50.78%,62.27%,,,,,,,,,66.2,107.4,60.2,77.9,80.44,25.65,43.74,55.97,8.89,6.55,6.31,7.25,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,AUDUSD,21:29:00,21:39:00,10,21,0,76.19%,61.54%,48.06%,61.93%,,,,,,,,,62.0,102.7,30.9,65.2,80,23.62,36.45,51.82,8.30,6.48,6.25,7.01,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,21:29:00,21:45:00,16,21,0,71.43%,63.08%,50.78%,61.76%,,,,,,,,,131.6,169.3,79.5,126.8,79.78,25.12,25.41,57.8,13.19,12.93,11.51,12.55,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,21:29:00,21:35:00,6,21,0,71.43%,58.46%,55.04%,61.64%,,,,,,,,,175.5,208.7,109.6,164.6,79.62,23.56,69.65,59.41,19.23,15.22,24.34,19.60,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,21:29:00,21:42:00,13,21,0,71.43%,60.00%,53.10%,61.51%,,,,,,,,,118.8,156.1,79.7,118.2,79.45,24.07,28.51,52.7,12.71,12.48,10.79,11.99,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,21:29:00,21:44:00,15,21,0,71.43%,61.54%,51.55%,61.51%,,,,,,,,,123.1,171.8,56.7,117.2,79.45,25.05,25.77,54.96,12.46,12.24,11.04,11.91,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,21:29:00,21:37:00,8,21,0,71.43%,55.38%,57.36%,61.39%,,,,,,,,,184.0,196.1,77.3,152.5,79.3,20.99,52.58,59.8,21.31,16.64,23.89,20.61,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,21:29:00,21:53:00,24,21,0,76.19%,56.92%,50.78%,61.30%,,,,,,,,,83.7,105.2,279.0,156.0,79.18,16.01,8.77,29.91,15.50,17.71,25.17,19.46,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,21:29:00,21:51:00,22,21,0,76.19%,53.85%,52.71%,60.92%,,,,,,,,,69.3,46.0,66.8,60.7,78.69,9.67,6.16,19.26,14.43,17.20,25.14,18.92,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,21:29:00,21:53:00,24,21,0,71.43%,58.46%,51.94%,60.61%,,,,,,,,,101.2,112.4,304.0,172.5,78.29,15.93,8.52,29.07,18.71,17.45,30.21,22.12,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,21:29:00,21:47:00,18,21,0,66.67%,60.00%,54.65%,60.44%,,,,,,,,,102.0,142.8,54.8,99.9,78.07,20.92,17.97,45.97,12.59,12.28,11.64,12.17,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,21:29:00,21:56:00,27,21,0,71.43%,60.00%,49.22%,60.22%,,,,,,,,,52.8,85.4,129.9,89.4,77.78,11.22,5.12,19.64,13.71,16.70,24.65,18.36,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,21:29:00,21:52:00,23,21,0,76.19%,53.85%,50.00%,60.01%,,,,,,,,,63.3,53.6,136.2,84.4,77.52,10.15,6.03,19.73,15.39,17.60,24.31,19.10,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,21:29:00,21:54:00,25,21,0,71.43%,58.46%,50.00%,59.96%,,,,,,,,,82.1,90.9,212.5,128.5,77.45,13.37,6.53,23.22,16.57,17.40,29.85,21.27,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,21:29:00,21:49:00,20,21,0,71.43%,55.38%,52.71%,59.84%,,,,,,,,,45.8,-21.1,10.9,11.9,77.3,3.87,3.11,8.85,13.68,14.10,23.43,17.07,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Short,USDJPY,21:29:00,21:36:00,7,21,0,66.67%,55.38%,57.36%,59.81%,,,,,,,,,190.8,214.1,157.6,187.5,77.25,24.06,64.58,64.27,20.66,16.17,24.14,20.32,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,GBPJPY,21:29:00,21:50:00,21,21,0,76.19%,53.85%,49.22%,59.75%,,,,,,,,,99.3,103.0,62.3,88.2,77.18,13.49,8.29,24.74,16.44,17.09,29.99,21.17,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,21:29:00,21:37:00,8,21,0,71.43%,55.38%,51.55%,59.45%,,,,,,,,,125.2,116.0,61.0,100.7,76.8,21.58,44.09,50.15,13.12,12.49,9.74,11.79,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPJPY,21:29:00,21:56:00,27,21,0,66.67%,60.00%,51.55%,59.41%,,,,,,,,,72.5,139.0,235.7,149.1,76.73,14.98,6.43,24.68,16.93,17.10,29.73,21.26,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,21:29:00,21:40:00,11,21,0,66.67%,60.00%,51.55%,59.41%,,,,,,,,,122.1,172.3,29.6,108.0,76.73,24.12,34.45,53.88,12.57,12.08,10.36,11.67,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,21:29:00,21:41:00,12,21,0,66.67%,58.46%,52.71%,59.28%,,,,,,,,,124.3,166.2,90.9,127.1,76.57,26.05,32.54,55.52,12.69,12.09,10.51,11.76,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,AUDUSD,21:29:00,21:50:00,21,21,0,66.67%,61.54%,49.61%,59.27%,,,,,,,,,53.4,107.3,40.1,66.9,76.56,21.25,16.27,48.57,8.28,7.38,7.69,7.78,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,AUDUSD,21:29:00,21:37:00,8,21,0,66.67%,61.54%,49.22%,59.14%,,,,,,,,,65.1,95.9,56.9,72.6,76.4,24.07,46.81,53.23,9.03,6.43,6.20,7.22,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,21:29:00,21:55:00,26,21,0,66.67%,60.00%,50.39%,59.02%,,,,,,,,,56.6,107.0,141.4,101.7,76.23,12.31,5.98,22.09,14.08,17.50,25.16,18.91,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Short,USDJPY,21:30:00,21:35:00,5,21,0,76.19%,63.08%,53.49%,64.25%,,,,,,,,,181.9,208.9,-91.1,99.9,82.99,22.15,80.58,57.27,18.39,14.40,23.86,18.88,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Short,USDJPY,21:30:00,21:45:00,15,21,0,71.43%,63.08%,56.20%,63.57%,,,,,,,,,141.9,245.1,84.9,157.3,82.11,20.5,25.11,53.54,21.60,16.22,30.75,22.85,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Short,USDJPY,21:30:00,21:36:00,6,21,0,76.19%,58.46%,55.04%,63.23%,,,,,,,,,197.2,214.3,-43.1,122.8,81.67,22.41,72.84,62.13,19.92,15.41,23.65,19.66,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,EURUSD,21:30:00,21:41:00,11,21,0,76.19%,60.00%,52.33%,62.84%,,,,,,,,,109.4,135.3,10.1,84.9,81.17,19.92,29.45,46.06,12.85,11.78,10.47,11.70,0.9,0.9,0.6,0.8
FALSE,2025-06-22,Long,AUDUSD,21:30:00,21:38:00,8,21,0,76.19%,63.08%,48.84%,62.70%,,,,,,,,,64.4,93.9,-9.0,49.8,80.99,20.86,43.68,49.68,8.44,6.18,6.30,6.97,0.8,0.8,0.7,0.8
FALSE,2025-06-22,Long,EURUSD,21:30:00,21:45:00,15,21,0,71.43%,64.62%,51.55%,62.53%,,,,,,,,,116.7,138.4,-1.3,84.6,80.77,19.5,22.67,48.35,13.12,12.77,11.46,12.45,0.9,0.9,0.6,0.8
FALSE,2025-06-22,Long,EURUSD,21:30:00,21:42:00,12,21,0,71.43%,58.46%,53.49%,61.13%,,,,,,,,,103.9,125.2,-1.1,76.0,78.96,18.05,25.35,43.24,12.86,12.19,10.73,11.93,0.9,0.9,0.6,0.8
FALSE,2025-06-22,Short,USDJPY,21:30:00,21:34:00,4,21,0,66.67%,61.54%,55.04%,61.08%,,,2,,,,2,,158.5,182.8,-156.8,61.5,78.9,18.88,85.31,48.51,17.35,14.09,22.99,18.14,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,AUDUSD,21:30:00,21:37:00,7,21,0,71.43%,63.08%,48.45%,60.99%,,,,,,,,,63.3,82.4,-12.3,44.5,78.77,19.14,47.17,46.94,8.54,6.06,6.14,6.91,0.8,0.8,0.7,0.8
FALSE,2025-06-22,Short,USDJPY,21:30:00,21:37:00,7,21,0,71.43%,55.38%,54.65%,60.49%,,,,,,,,,190.4,196.3,-123.4,87.8,78.13,19.15,57.94,57.66,20.65,15.81,23.46,19.97,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,AUDUSD,21:30:00,21:39:00,9,21,0,71.43%,61.54%,47.67%,60.21%,,,,,,,,,60.2,89.2,-38.3,37.0,77.78,18.62,35.59,45.54,7.90,6.17,6.27,6.78,0.8,0.8,0.7,0.8
FALSE,2025-06-22,Long,AUDUSD,21:30:00,21:36:00,6,21,0,66.67%,64.62%,48.84%,60.04%,,,,,,,,,58.0,102.1,-3.7,52.1,77.55,23.72,56.51,48.2,7.68,5.52,5.94,6.38,0.8,0.8,0.7,0.8
FALSE,2025-06-22,Long,AUDUSD,21:30:00,21:41:00,11,21,0,71.43%,58.46%,49.61%,59.83%,,,,,,,,,65.7,72.6,-71.1,22.4,77.29,14.58,28.06,43.87,8.25,6.59,6.71,7.18,0.8,0.8,0.7,0.8
FALSE,2025-06-22,Long,EURUSD,21:30:00,21:39:00,9,21,0,71.43%,55.38%,51.94%,59.58%,,,,,,,,,100.6,121.6,-51.6,56.9,76.96,17.84,31.71,40.58,11.32,10.90,9.76,10.66,0.9,0.9,0.6,0.8
FALSE,2025-06-22,Long,EURJPY,21:30:00,21:50:00,20,21,0,71.43%,55.38%,51.94%,59.58%,,,,,,,,,14.4,-84.0,-232.6,-100.7,76.96,-5.65,-2.1,-5.98,13.71,15.34,25.20,18.09,1.8,2.1,1.6,1.8
FALSE,2025-06-22,Long,GBPJPY,21:30:00,21:56:00,26,21,0,66.67%,58.46%,53.49%,59.54%,,,,,,,,,6.6,-42.4,-124.0,-53.3,76.91,-2.39,-0.64,-2.35,18.21,16.96,29.86,21.67,2.8,2.9,2.4,2.7
FALSE,2025-06-22,Short,USDJPY,21:30:00,21:38:00,8,21,0,66.67%,55.38%,56.20%,59.42%,,,,,,,,,160.8,199.5,-160.3,66.7,76.75,16.89,44.16,50.22,21.34,15.33,24.03,20.23,0.8,0.9,0.8,0.9
FALSE,2025-06-22,Long,GBPJPY,21:30:00,22:00:00,30,21,1,66.67%,58.46%,53.10%,59.41%,,,,,,,,,43.9,25.2,155.5,74.9,76.74,6.41,2.83,12.05,19.30,16.84,31.78,22.64,2.8,2.9,2.4,2.7
FALSE,2025-06-22,Long,EURUSD,21:30:00,21:44:00,14,21,0,66.67%,60.00%,51.16%,59.28%,,,,,,,,,108.2,140.9,-24.1,75.0,76.57,19.12,22.86,45.5,12.49,12.00,10.98,11.82,0.9,0.9,0.6,0.8
FALSE,2025-06-22,Long,EURUSD,21:30:00,21:47:00,17,21,0,66.67%,58.46%,52.71%,59.28%,,,,,,,,,87.1,111.9,-26.0,57.7,76.57,15.09,15.11,36.52,12.51,12.25,11.66,12.14,0.9,0.9,0.6,0.8
FALSE,2025-06-22,Long,AUDUSD,21:31:00,21:41:00,10,21,0,76.19%,64.62%,50.00%,63.60%,,,,,,,,,35.3,6.9,-110.6,-22.8,82.15,3.1,10.27,14.61,4.22,5.80,4.89,4.97,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Short,USDJPY,21:31:00,21:35:00,4,21,0,71.43%,58.46%,54.65%,61.51%,,,,,,,,,86.5,100.6,46.2,77.8,79.46,22.11,50.81,28.89,8.89,9.65,9.33,9.29,0.2,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,21:31:00,21:38:00,7,21,0,71.43%,60.00%,53.10%,61.51%,,,,,,,,,65.4,91.2,-23.0,44.5,79.45,14.85,21.93,21.82,8.98,10.71,11.16,10.28,0.2,0.3,0.3,0.3
FALSE,2025-06-22,Long,AUDUSD,21:31:00,21:44:00,13,21,0,71.43%,61.54%,49.22%,60.73%,,,,,,,,,31.9,13.2,-78.7,-11.2,78.45,5.01,8.31,15.36,4.44,5.94,5.15,5.18,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,AUDUSD,21:31:00,21:43:00,12,21,0,71.43%,61.54%,48.06%,60.34%,,,,,,,,,32.2,1.6,-83.9,-16.7,77.95,3.74,7.72,13.16,4.22,6.29,5.21,5.24,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,21:31:00,21:39:00,8,21,0,71.43%,56.92%,52.33%,60.23%,,,,,,,,,22.1,40.2,-79.8,-5.8,77.79,5.73,7.66,8.72,4.76,7.40,6.43,6.20,0.3,0.4,0.3,0.3
FALSE,2025-06-22,Long,AUDUSD,21:31:00,21:40:00,9,21,0,71.43%,60.00%,49.22%,60.22%,,,,,,,,,28.1,14.3,-129.5,-29.0,77.78,0.74,8.96,11.46,4.03,5.21,4.71,4.65,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,AUDUSD,21:31:00,21:42:00,11,21,0,66.67%,63.08%,49.61%,59.79%,,,,,,,,,28.9,0.8,-123.4,-31.2,77.22,0.25,6.21,9.72,3.98,5.96,5.04,4.99,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,21:31:00,21:48:00,17,21,0,71.43%,55.38%,52.33%,59.71%,,,,,,,,,5.1,-85.0,-186.3,-88.7,77.13,-8.97,-3,-7.26,9.41,9.88,18.05,12.45,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,AUDUSD,21:31:00,21:58:00,27,21,0,71.43%,58.46%,48.84%,59.58%,,,,,,,,,-1.1,-10.2,-111.8,-41.0,76.95,-7.99,-1.89,-7.26,6.00,7.26,6.32,6.53,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Short,USDJPY,21:31:00,21:36:00,5,21,0,66.67%,55.38%,55.43%,59.16%,,,,,,37,,,101.8,106.0,94.2,100.7,76.42,26.05,47.46,33.74,8.73,10.30,10.07,9.70,0.2,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPJPY,21:32:00,22:02:00,30,21,1,71.43%,66.15%,56.98%,64.85%,,,,,,,,,153.2,225.2,475.5,284.6,83.77,26.16,11.09,47.28,19.61,17.94,29.17,22.24,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:32:00,22:01:00,29,21,1,66.67%,63.08%,55.81%,61.85%,,,,,,,,,145.5,249.0,506.9,300.5,79.89,28.27,11.57,47.72,18.36,17.34,28.15,21.29,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,21:32:00,21:40:00,8,21,0,66.67%,60.00%,52.71%,59.79%,,,,,,,,,23.5,32.0,-109.2,-17.9,77.23,2.51,6.54,7.44,5.39,7.39,6.24,6.34,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,CADJPY,21:32:00,21:53:00,21,21,0,71.43%,60.00%,47.67%,59.70%,,,,,,,,,71.7,41.4,-12.2,33.6,77.12,9.61,9.45,28.23,13.92,12.00,14.83,13.58,0.6,0.6,0.6,0.6
FALSE,2025-06-22,Long,AUDUSD,21:32:00,21:37:00,5,21,0,71.43%,53.85%,51.55%,58.94%,,,,,,,,,26.5,8.4,-49.1,-4.7,76.13,3.82,18.5,13.15,4.28,3.59,3.09,3.65,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,21:33:00,22:01:00,28,21,1,71.43%,64.62%,58.14%,64.73%,,,,,,,,,161.7,270.8,439.8,290.8,83.61,30.97,12.74,50.71,17.20,16.29,27.76,20.42,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:33:00,22:02:00,29,21,1,71.43%,63.08%,59.30%,64.60%,,,,,,,,,169.4,247.0,408.4,274.9,83.45,28.29,12.19,50.27,18.59,17.23,28.84,21.55,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:33:00,22:03:00,30,21,1,71.43%,58.46%,54.65%,61.51%,,,,,,,,,180.5,265.0,340.2,261.9,79.46,30.07,12.25,52.25,17.10,17.18,28.66,20.98,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:33:00,21:59:00,26,21,0,66.67%,60.00%,55.04%,60.57%,,,,,,,,,140.5,251.3,350.5,247.4,78.24,28.9,12.04,44.51,15.50,16.06,25.54,19.03,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:33:00,21:56:00,23,21,0,66.67%,61.54%,53.49%,60.56%,,,,,,,,,109.2,214.0,146.8,156.7,78.23,23.73,10.41,34.03,12.84,16.00,23.58,17.47,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Short,USDJPY,21:33:00,21:37:00,4,21,0,71.43%,53.85%,55.43%,60.23%,,,,,,,,,58.4,-2.9,33.2,29.6,77.8,10.18,24.74,14.07,8.27,8.26,8.28,8.27,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,CADJPY,21:33:00,21:59:00,26,21,0,66.67%,58.46%,54.26%,59.80%,,,,,,,,,70.3,126.6,123.0,106.6,77.24,19.8,10.89,40.24,11.35,11.58,15.59,12.84,0.6,0.6,0.6,0.6
FALSE,2025-06-22,Long,EURUSD,21:33:00,21:44:00,11,21,0,66.67%,60.00%,52.33%,59.66%,,,,,,,,,17.1,24.7,-92.0,-16.7,77.07,0.24,3.43,5.36,7.66,8.25,6.76,7.55,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPJPY,21:33:00,22:00:00,27,21,1,61.90%,60.00%,55.04%,58.98%,,,,,,,,,146.5,281.6,426.3,284.8,76.19,32.68,12.62,48.43,14.93,15.70,25.83,18.82,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:34:00,22:02:00,28,21,1,71.43%,60.00%,58.53%,63.32%,,,,,,,,,196.0,235.0,435.6,288.9,81.79,30.25,13.71,54.57,18.99,16.54,28.16,21.23,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:34:00,22:01:00,27,21,1,71.43%,60.00%,58.14%,63.19%,,,,,,,,,188.3,258.8,467.0,304.7,81.62,32.85,14.33,55.01,17.54,16.06,27.05,20.22,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:34:00,22:04:00,30,21,1,71.43%,58.46%,57.36%,62.42%,,,,,,,,,197.1,215.0,380.2,264.1,80.63,28.45,12.39,52.83,18.55,17.05,29.55,21.71,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:34:00,22:03:00,29,21,1,71.43%,56.92%,56.59%,61.65%,,,,,,,,,207.1,253.0,367.4,275.8,79.63,32.01,13.72,56.56,17.54,16.63,27.98,20.72,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:34:00,21:58:00,24,21,0,71.43%,58.46%,54.65%,61.51%,,,,,,,,,173.0,217.5,369.4,253.3,79.46,30.76,14.2,48.45,14.82,16.88,24.37,18.69,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,21:34:00,21:53:00,19,21,0,71.43%,60.00%,53.10%,61.51%,,,,,,,,,94.5,95.0,109.9,99.8,79.45,15.25,10.51,28.38,14.46,16.71,19.51,16.89,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,21:34:00,22:00:00,26,21,1,66.67%,60.00%,57.75%,61.47%,,,,,,,,,173.1,269.6,453.5,298.7,79.4,34.91,14.27,52.73,15.05,15.68,25.03,18.59,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,USDJPY,21:34:00,21:54:00,20,21,0,71.43%,56.92%,53.49%,60.61%,,,,,,,,,123.5,153.9,247.4,174.9,78.29,22.05,16.24,46.18,17.30,15.25,19.34,17.30,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,USDJPY,21:34:00,22:03:00,29,21,1,71.43%,53.85%,55.43%,60.23%,,,,,,,,,166.4,201.7,221.6,196.6,77.8,21.35,14.49,59.72,22.58,19.33,23.92,21.94,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,GBPJPY,21:34:00,21:53:00,19,21,0,71.43%,56.92%,52.33%,60.23%,,,,,,,,,164.5,175.4,242.3,194.1,77.79,24,15.82,42.73,17.38,17.69,22.90,19.32,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:34:00,21:59:00,25,21,0,66.67%,58.46%,55.43%,60.18%,,,,,,,,,167.1,239.3,377.7,261.4,77.74,30.64,13.73,48.81,15.68,16.57,24.77,19.01,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:34:00,21:56:00,22,21,0,66.67%,58.46%,54.65%,59.93%,,,,,,,,,135.8,202.0,174.0,170.6,77.41,26.53,12.26,38.33,12.70,16.03,22.53,17.08,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,21:34:00,21:37:00,3,21,0,76.19%,53.85%,49.61%,59.88%,,,,,,,,,8.1,-43.5,-113.7,-49.7,77.35,-12.28,-10.98,-4.68,6.39,6.64,4.61,5.88,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPJPY,21:34:00,21:57:00,23,21,0,66.67%,58.46%,54.26%,59.80%,,,,,,,,,142.7,189.6,228.7,187.0,77.24,26.36,12.12,39.62,13.51,16.48,23.20,17.73,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,CADJPY,21:34:00,21:47:00,13,21,0,76.19%,56.92%,46.12%,59.75%,,,,,,,,,49.8,-42.0,-236.4,-76.2,77.17,-2.59,3.22,5.95,7.89,8.98,11.67,9.51,0.6,0.6,0.6,0.6
FALSE,2025-06-22,Long,EURJPY,21:34:00,21:52:00,18,21,0,71.43%,55.38%,52.33%,59.71%,,,,,,,,,74.1,43.4,-32.9,28.2,77.13,8.84,7.11,18.2,13.59,16.20,18.52,16.10,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Short,USDJPY,21:34:00,21:37:00,3,21,0,71.43%,53.85%,52.33%,59.20%,,,,,,,,,27.0,-0.5,-19.0,2.5,76.47,2.91,13.95,5.95,8.90,7.72,6.92,7.85,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,21:34:00,21:51:00,17,21,0,71.43%,53.85%,51.55%,58.94%,,,,,,,,,80.1,35.8,-102.3,4.5,76.13,8.12,7.34,17.73,13.02,15.99,20.13,16.38,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,21:35:00,22:00:00,25,21,1,76.19%,61.54%,57.75%,65.16%,,,,,,,,,195.0,296.1,504.9,332.0,84.17,40.19,16.54,58.79,13.85,15.51,25.61,18.33,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:35:00,21:59:00,24,21,0,76.19%,63.08%,55.81%,65.03%,,,,,,,,,189.0,265.8,429.1,294.6,84,35.48,16.08,54.87,14.50,16.61,25.28,18.79,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,21:35:00,21:53:00,18,21,0,80.95%,60.00%,53.88%,64.94%,,,,,,,,,107.6,122.1,168.9,132.9,83.89,19.99,13.24,33.88,13.26,15.53,19.56,16.12,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,21:35:00,21:58:00,23,21,0,76.19%,63.08%,55.43%,64.90%,,,,,,,,,194.9,244.0,420.8,286.6,83.83,36.12,16.67,54.5,13.47,16.90,24.89,18.42,0.9,1.0,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,21:35:00,22:05:00,30,21,1,76.19%,60.00%,55.81%,64.00%,,,,,,,,,214.8,260.0,451.3,308.7,82.67,33.12,13.97,59.58,17.22,17.27,31.89,22.13,0.9,1.0,0.9,0.9
